鸟	鳥	"<span class=""pinYinWrapper""><span class=""t3"">diǎo</span></span>, <span class=""pinYinWrapper""><span class=""t3"">niǎo</span></span>"	"<span class=""zhuyin"">ㄉㄧㄠˇ</span>, <span class=""zhuyin"">ㄋㄧㄠˇ</span>"	[sound:cmn-鸟.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone3"">鸟</span></span><span class=""sep"">〔</span><span id=""char-trad-id""><span class=""char-tone3"">鳥</span></span><span class=""sep"">〕</span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t3"">diǎo</span></span></div><span class=""zhuyin"">ㄉㄧㄠˇ</span><div class=""meaning""><ul><li>variant of 屌[diao3]</li><li> penis</li></ul></div><div class=""char""><span id=""char-sim-id""><span class=""char-tone3"">鸟</span></span><span class=""sep"">〔</span><span id=""char-trad-id""><span class=""char-tone3"">鳥</span></span><span class=""sep"">〕</span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t3"">niǎo</span></span></div><span class=""zhuyin"">ㄋㄧㄠˇ</span><div class=""meaning""><ul><li>bird</li><li> CL:隻|只[zhi1],群[qun2]</li><li> (dialect) to pay attention to</li><li> (intensifier) damned</li><li> goddam</li></ul></div>"
健康	健康	"<span class=""pinYinWrapper""><span class=""t4"">jiàn</span> <span class=""t1"">kāng</span></span>"	"<span class=""zhuyin"">ㄐㄧㄢˋ ㄎㄤ</span>"	[sound:cmn-健康.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone4"">健</span><span class=""char-tone1"">康</span></span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t4"">jiàn</span> <span class=""t1"">kāng</span></span></div><span class=""zhuyin"">ㄐㄧㄢˋ ㄎㄤ</span><div class=""meaning""><ul><li>health</li><li> healthy</li></ul></div>"
不够	不夠	"<span class=""pinYinWrapper""><span class=""t4"">bù</span> <span class=""t4"">gòu</span></span>"	"<span class=""zhuyin"">ㄅㄨˋ ㄍㄡˋ</span>"	[sound:cmn-不够.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone4"">不</span><span class=""char-tone4"">够</span></span><span class=""sep"">〔</span><span id=""char-trad-id""><span class=""char-tone4"">不</span><span class=""char-tone4"">夠</span></span><span class=""sep"">〕</span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t4"">bù</span> <span class=""t4"">gòu</span></span></div><span class=""zhuyin"">ㄅㄨˋ ㄍㄡˋ</span><div class=""meaning""><ul><li>not enough</li><li> insufficient</li><li> inadequate</li></ul></div>"
方向	方向	"<span class=""pinYinWrapper""><span class=""t1"">fāng</span> <span class=""t4"">xiàng</span></span>"	"<span class=""zhuyin"">ㄈㄤ ㄒㄧㄤˋ</span>"	[sound:cmn-方向.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone1"">方</span><span class=""char-tone4"">向</span></span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t1"">fāng</span> <span class=""t4"">xiàng</span></span></div><span class=""zhuyin"">ㄈㄤ ㄒㄧㄤˋ</span><div class=""meaning""><ul><li>direction</li><li> orientation</li><li> path to follow</li><li> CL:個|个[ge4]</li></ul></div>"
接着	接著	"<span class=""pinYinWrapper""><span class=""t1"">jiē</span> <span class=""t0"">zhe</span></span>"	"<span class=""zhuyin"">ㄐㄧㄝ ㄓㄜ˙</span>"	[sound:cmn-接着.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone1"">接</span><span class=""char-tone0"">着</span></span><span class=""sep"">〔</span><span id=""char-trad-id""><span class=""char-tone1"">接</span><span class=""char-tone0"">著</span></span><span class=""sep"">〕</span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t1"">jiē</span> <span class=""t0"">zhe</span></span></div><span class=""zhuyin"">ㄐㄧㄝ ㄓㄜ˙</span><div class=""meaning""><ul><li>to catch and hold on</li><li> to continue</li><li> to go on to do sth</li><li> to follow</li><li> to carry on</li><li> then</li><li> after that</li><li> subsequently</li><li> to proceed</li><li> to ensue</li><li> in turn</li><li> in one's turn</li></ul></div>"
高中	高中	"<span class=""pinYinWrapper""><span class=""t1"">gāo</span> <span class=""t1"">zhōng</span></span>, <span class=""pinYinWrapper""><span class=""t1"">gāo</span> <span class=""t4"">zhòng</span></span>"	"<span class=""zhuyin"">ㄍㄠ ㄓㄨㄥ</span>, <span class=""zhuyin"">ㄍㄠ ㄓㄨㄥˋ</span>"	[sound:cmn-高中.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone1"">高</span><span class=""char-tone1"">中</span></span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t1"">gāo</span> <span class=""t1"">zhōng</span></span></div><span class=""zhuyin"">ㄍㄠ ㄓㄨㄥ</span><div class=""meaning""><ul><li>senior high school</li><li> abbr. for 高級中學|高级中学[gao1 ji2 zhong1 xue2]</li></ul></div><div class=""char""><span id=""char-sim-id""><span class=""char-tone1"">高</span><span class=""char-tone4"">中</span></span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t1"">gāo</span> <span class=""t4"">zhòng</span></span></div><span class=""zhuyin"">ㄍㄠ ㄓㄨㄥˋ</span><div class=""meaning""><ul><li>to pass brilliantly (used in congratulatory fashion)</li></ul></div>"
正好	正好	"<span class=""pinYinWrapper""><span class=""t4"">zhèng</span> <span class=""t3"">hǎo</span></span>"	"<span class=""zhuyin"">ㄓㄥˋ ㄏㄠˇ</span>"	[sound:cmn-正好.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone4"">正</span><span class=""char-tone3"">好</span></span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t4"">zhèng</span> <span class=""t3"">hǎo</span></span></div><span class=""zhuyin"">ㄓㄥˋ ㄏㄠˇ</span><div class=""meaning""><ul><li>just (in time)</li><li> just right</li><li> just enough</li><li> to happen to</li><li> to chance to</li><li> by chance</li><li> it just so happens that</li></ul></div>"
旅行	旅行	"<span class=""pinYinWrapper""><span class=""t3"">lǚ</span> <span class=""t2"">xíng</span></span>"	"<span class=""zhuyin"">ㄌㄩˇ ㄒㄧㄥˊ</span>"	[sound:cmn-旅行.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone3"">旅</span><span class=""char-tone2"">行</span></span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t3"">lǚ</span> <span class=""t2"">xíng</span></span></div><span class=""zhuyin"">ㄌㄩˇ ㄒㄧㄥˊ</span><div class=""meaning""><ul><li>to travel</li><li> journey</li><li> trip</li><li> CL:趟[tang4],次[ci4],個|个[ge4]</li></ul></div>"
酒店	酒店	"<span class=""pinYinWrapper""><span class=""t3"">jiǔ</span> <span class=""t4"">diàn</span></span>"	"<span class=""zhuyin"">ㄐㄧㄡˇ ㄉㄧㄢˋ</span>"	[sound:cmn-酒店.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone3"">酒</span><span class=""char-tone4"">店</span></span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t3"">jiǔ</span> <span class=""t4"">diàn</span></span></div><span class=""zhuyin"">ㄐㄧㄡˇ ㄉㄧㄢˋ</span><div class=""meaning""><ul><li>wine shop</li><li> pub (public house)</li><li> hotel</li><li> restaurant</li></ul></div>"
随时	隨時	"<span class=""pinYinWrapper""><span class=""t2"">suí</span> <span class=""t2"">shí</span></span>"	"<span class=""zhuyin"">ㄙㄨㄟˊ ㄕˊ</span>"	[sound:cmn-随时.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone2"">随</span><span class=""char-tone2"">时</span></span><span class=""sep"">〔</span><span id=""char-trad-id""><span class=""char-tone2"">隨</span><span class=""char-tone2"">時</span></span><span class=""sep"">〕</span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t2"">suí</span> <span class=""t2"">shí</span></span></div><span class=""zhuyin"">ㄙㄨㄟˊ ㄕˊ</span><div class=""meaning""><ul><li>at any time</li><li> at all times</li><li> at the right time</li></ul></div>"
度	度	"<span class=""pinYinWrapper""><span class=""t4"">dù</span></span>, <span class=""pinYinWrapper""><span class=""t2"">duó</span></span>"	"<span class=""zhuyin"">ㄉㄨˋ</span>, <span class=""zhuyin"">ㄉㄨㄛˊ</span>"	[sound:cmn-度.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone4"">度</span></span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t4"">dù</span></span></div><span class=""zhuyin"">ㄉㄨˋ</span><div class=""meaning""><ul><li>to pass</li><li> to spend (time)</li><li> measure</li><li> limit</li><li> extent</li><li> degree of intensity</li><li> degree (angles, temperature etc)</li><li> kilowatt-hour</li><li> classifier for events and occurrences</li></ul></div><div class=""char""><span id=""char-sim-id""><span class=""char-tone2"">度</span></span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t2"">duó</span></span></div><span class=""zhuyin"">ㄉㄨㄛˊ</span><div class=""meaning""><ul><li>to estimate</li><li> Taiwan pr. [duo4]</li></ul></div>"
背	背	"<span class=""pinYinWrapper""><span class=""t1"">bēi</span></span>, <span class=""pinYinWrapper""><span class=""t4"">bèi</span></span>"	"<span class=""zhuyin"">ㄅㄟ</span>, <span class=""zhuyin"">ㄅㄟˋ</span>"	[sound:cmn-背.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone1"">背</span></span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t1"">bēi</span></span></div><span class=""zhuyin"">ㄅㄟ</span><div class=""meaning""><ul><li>variant of 背[bei1]</li><li> to be burdened</li><li> to carry on the back or shoulder</li></ul></div><div class=""char""><span id=""char-sim-id""><span class=""char-tone4"">背</span></span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t4"">bèi</span></span></div><span class=""zhuyin"">ㄅㄟˋ</span><div class=""meaning""><ul><li>the back of a body or object</li><li> to turn one's back</li><li> to hide something from</li><li> to learn by heart</li><li> to recite from memory</li><li> unlucky (slang)</li><li> hard of hearing</li></ul></div>"
节	節	"<span class=""pinYinWrapper""><span class=""t1"">jiē</span></span>, <span class=""pinYinWrapper""><span class=""t2"">jié</span></span>"	"<span class=""zhuyin"">ㄐㄧㄝ</span>, <span class=""zhuyin"">ㄐㄧㄝˊ</span>"	[sound:cmn-节.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone1"">节</span></span><span class=""sep"">〔</span><span id=""char-trad-id""><span class=""char-tone1"">節</span></span><span class=""sep"">〕</span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t1"">jiē</span></span></div><span class=""zhuyin"">ㄐㄧㄝ</span><div class=""meaning""><ul><li>see 節骨眼|节骨眼[jie1 gu5 yan3]</li></ul></div><div class=""char""><span id=""char-sim-id""><span class=""char-tone2"">节</span></span><span class=""sep"">〔</span><span id=""char-trad-id""><span class=""char-tone2"">節</span></span><span class=""sep"">〕</span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t2"">jié</span></span></div><span class=""zhuyin"">ㄐㄧㄝˊ</span><div class=""meaning""><ul><li>festival</li><li> holiday</li><li> node</li><li> joint</li><li> section</li><li> segment</li><li> part</li><li> to economize</li><li> to save</li><li> to abridge</li><li> moral integrity</li><li> classifier for segments, e.g. lessons, train wagons, biblical verses</li><li> CL:個|个[ge4]</li></ul></div>"
排	排	"<span class=""pinYinWrapper""><span class=""t2"">pái</span></span>"	"<span class=""zhuyin"">ㄆㄞˊ</span>"	[sound:cmn-排.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone2"">排</span></span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t2"">pái</span></span></div><span class=""zhuyin"">ㄆㄞˊ</span><div class=""meaning""><ul><li>a row</li><li> a line</li><li> to set in order</li><li> to arrange</li><li> to line up</li><li> to eliminate</li><li> to drain</li><li> to push open</li><li> platoon</li><li> raft</li><li> classifier for lines, rows etc</li></ul></div>"
许多	許多	"<span class=""pinYinWrapper""><span class=""t3"">xǔ</span> <span class=""t1"">duō</span></span>"	"<span class=""zhuyin"">ㄒㄩˇ ㄉㄨㄛ</span>"	[sound:cmn-许多.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone3"">许</span><span class=""char-tone1"">多</span></span><span class=""sep"">〔</span><span id=""char-trad-id""><span class=""char-tone3"">許</span><span class=""char-tone1"">多</span></span><span class=""sep"">〕</span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t3"">xǔ</span> <span class=""t1"">duō</span></span></div><span class=""zhuyin"">ㄒㄩˇ ㄉㄨㄛ</span><div class=""meaning""><ul><li>many</li><li> a lot of</li><li> much</li></ul></div>"
瓶	缾	"<span class=""pinYinWrapper""><span class=""t2"">píng</span></span>"	"<span class=""zhuyin"">ㄆㄧㄥˊ</span>"	[sound:cmn-瓶.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone2"">瓶</span></span><span class=""sep"">〔</span><span id=""char-trad-id""><span class=""char-tone2"">缾</span></span><span class=""sep"">〕</span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t2"">píng</span></span></div><span class=""zhuyin"">ㄆㄧㄥˊ</span><div class=""meaning""><ul><li>bottle</li><li> vase</li><li> pitcher</li><li> CL:個|个[ge4]</li><li> classifier for wine and liquids</li><li> variant of 瓶[ping2]</li></ul></div>"
顺利	順利	"<span class=""pinYinWrapper""><span class=""t4"">shùn</span> <span class=""t4"">lì</span></span>"	"<span class=""zhuyin"">ㄕㄨㄣˋ ㄌㄧˋ</span>"	[sound:cmn-顺利.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone4"">顺</span><span class=""char-tone4"">利</span></span><span class=""sep"">〔</span><span id=""char-trad-id""><span class=""char-tone4"">順</span><span class=""char-tone4"">利</span></span><span class=""sep"">〕</span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t4"">shùn</span> <span class=""t4"">lì</span></span></div><span class=""zhuyin"">ㄕㄨㄣˋ ㄌㄧˋ</span><div class=""meaning""><ul><li>smoothly</li><li> without a hitch</li></ul></div>"
改	改	"<span class=""pinYinWrapper""><span class=""t3"">gǎi</span></span>"	"<span class=""zhuyin"">ㄍㄞˇ</span>"	[sound:cmn-改.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone3"">改</span></span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t3"">gǎi</span></span></div><span class=""zhuyin"">ㄍㄞˇ</span><div class=""meaning""><ul><li>to change</li><li> to alter</li><li> to transform</li><li> to correct</li></ul></div>"
不少	不少	"<span class=""pinYinWrapper""><span class=""t4"">bù</span> <span class=""t3"">shǎo</span></span>"	"<span class=""zhuyin"">ㄅㄨˋ ㄕㄠˇ</span>"	[sound:cmn-不少.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone4"">不</span><span class=""char-tone3"">少</span></span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t4"">bù</span> <span class=""t3"">shǎo</span></span></div><span class=""zhuyin"">ㄅㄨˋ ㄕㄠˇ</span><div class=""meaning""><ul><li>many</li><li> a lot</li><li> not few</li></ul></div>"
好事	好事	"<span class=""pinYinWrapper""><span class=""t3"">hǎo</span> <span class=""t4"">shì</span></span>, <span class=""pinYinWrapper""><span class=""t4"">hào</span> <span class=""t4"">shì</span></span>"	"<span class=""zhuyin"">ㄏㄠˇ ㄕˋ</span>, <span class=""zhuyin"">ㄏㄠˋ ㄕˋ</span>"	[sound:cmn-好事.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone3"">好</span><span class=""char-tone4"">事</span></span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t3"">hǎo</span> <span class=""t4"">shì</span></span></div><span class=""zhuyin"">ㄏㄠˇ ㄕˋ</span><div class=""meaning""><ul><li>good action, deed, thing or work (also sarcastic, 'a fine thing indeed')</li><li> charity</li><li> happy occasion</li><li> Daoist or Buddhist ceremony for the souls of the dead</li></ul></div><div class=""char""><span id=""char-sim-id""><span class=""char-tone4"">好</span><span class=""char-tone4"">事</span></span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t4"">hào</span> <span class=""t4"">shì</span></span></div><span class=""zhuyin"">ㄏㄠˋ ㄕˋ</span><div class=""meaning""><ul><li>to be meddlesome</li></ul></div>"
客人	客人	"<span class=""pinYinWrapper""><span class=""t4"">kè</span> <span class=""t2"">rén</span></span>"	"<span class=""zhuyin"">ㄎㄜˋ ㄖㄣˊ</span>"	[sound:cmn-客人.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone4"">客</span><span class=""char-tone2"">人</span></span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t4"">kè</span> <span class=""t2"">rén</span></span></div><span class=""zhuyin"">ㄎㄜˋ ㄖㄣˊ</span><div class=""meaning""><ul><li>visitor</li><li> guest</li><li> customer</li><li> client</li><li> CL:位[wei4]</li></ul></div>"
运动	運動	"<span class=""pinYinWrapper""><span class=""t4"">yùn</span> <span class=""t4"">dòng</span></span>"	"<span class=""zhuyin"">ㄩㄣˋ ㄉㄨㄥˋ</span>"	[sound:cmn-运动.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone4"">运</span><span class=""char-tone4"">动</span></span><span class=""sep"">〔</span><span id=""char-trad-id""><span class=""char-tone4"">運</span><span class=""char-tone4"">動</span></span><span class=""sep"">〕</span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t4"">yùn</span> <span class=""t4"">dòng</span></span></div><span class=""zhuyin"">ㄩㄣˋ ㄉㄨㄥˋ</span><div class=""meaning""><ul><li>to move</li><li> to exercise</li><li> sports</li><li> exercise</li><li> motion</li><li> movement</li><li> campaign</li><li> CL:場|场[chang3]</li></ul></div>"
爬	爬	"<span class=""pinYinWrapper""><span class=""t2"">pá</span></span>"	"<span class=""zhuyin"">ㄆㄚˊ</span>"	[sound:cmn-爬.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone2"">爬</span></span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t2"">pá</span></span></div><span class=""zhuyin"">ㄆㄚˊ</span><div class=""meaning""><ul><li>to crawl</li><li> to climb</li><li> to get up or sit up</li></ul></div>"
爱情	愛情	"<span class=""pinYinWrapper""><span class=""t4"">ài</span> <span class=""t2"">qíng</span></span>"	"<span class=""zhuyin"">ㄞˋ ㄑㄧㄥˊ</span>"	[sound:cmn-爱情.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone4"">爱</span><span class=""char-tone2"">情</span></span><span class=""sep"">〔</span><span id=""char-trad-id""><span class=""char-tone4"">愛</span><span class=""char-tone2"">情</span></span><span class=""sep"">〕</span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t4"">ài</span> <span class=""t2"">qíng</span></span></div><span class=""zhuyin"">ㄞˋ ㄑㄧㄥˊ</span><div class=""meaning""><ul><li>romance</li><li> love (romantic)</li><li> CL:個|个[ge4],份[fen4]</li></ul></div>"
十分	十分	"<span class=""pinYinWrapper""><span class=""t2"">shí</span> <span class=""t1"">fēn</span></span>"	"<span class=""zhuyin"">ㄕˊ ㄈㄣ</span>"	[sound:cmn-十分.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone2"">十</span><span class=""char-tone1"">分</span></span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t2"">shí</span> <span class=""t1"">fēn</span></span></div><span class=""zhuyin"">ㄕˊ ㄈㄣ</span><div class=""meaning""><ul><li>very</li><li> completely</li><li> utterly</li><li> extremely</li><li> absolutely</li><li> hundred percent</li><li> to divide into ten equal parts</li></ul></div>"
超过	超過	"<span class=""pinYinWrapper""><span class=""t1"">chāo</span> <span class=""t4"">guò</span></span>"	"<span class=""zhuyin"">ㄔㄠ ㄍㄨㄛˋ</span>"	[sound:cmn-超过.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone1"">超</span><span class=""char-tone4"">过</span></span><span class=""sep"">〔</span><span id=""char-trad-id""><span class=""char-tone1"">超</span><span class=""char-tone4"">過</span></span><span class=""sep"">〕</span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t1"">chāo</span> <span class=""t4"">guò</span></span></div><span class=""zhuyin"">ㄔㄠ ㄍㄨㄛˋ</span><div class=""meaning""><ul><li>to surpass</li><li> to exceed</li><li> to outstrip</li></ul></div>"
想起	想起	"<span class=""pinYinWrapper""><span class=""t3"">xiǎng</span> <span class=""t3"">qǐ</span></span>"	"<span class=""zhuyin"">ㄒㄧㄤˇ ㄑㄧˇ</span>"	[sound:cmn-想起.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone3"">想</span><span class=""char-tone3"">起</span></span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t3"">xiǎng</span> <span class=""t3"">qǐ</span></span></div><span class=""zhuyin"">ㄒㄧㄤˇ ㄑㄧˇ</span><div class=""meaning""><ul><li>to recall</li><li> to think of</li><li> to call to mind</li></ul></div>"
吹	吹	"<span class=""pinYinWrapper""><span class=""t1"">chuī</span></span>"	"<span class=""zhuyin"">ㄔㄨㄟ</span>"	[sound:cmn-吹.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone1"">吹</span></span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t1"">chuī</span></span></div><span class=""zhuyin"">ㄔㄨㄟ</span><div class=""meaning""><ul><li>to blow</li><li> to play a wind instrument</li><li> to blast</li><li> to puff</li><li> to boast</li><li> to brag</li><li> to end in failure</li><li> to fall through</li></ul></div>"
目的	目的	"<span class=""pinYinWrapper""><span class=""t4"">mù</span> <span class=""t4"">dì</span></span>"	"<span class=""zhuyin"">ㄇㄨˋ ㄉㄧˋ</span>"	[sound:cmn-目的.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone4"">目</span><span class=""char-tone4"">的</span></span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t4"">mù</span> <span class=""t4"">dì</span></span></div><span class=""zhuyin"">ㄇㄨˋ ㄉㄧˋ</span><div class=""meaning""><ul><li>purpose</li><li> aim</li><li> goal</li><li> target</li><li> objective</li><li> CL:個|个[ge4]</li></ul></div>"
急	急	"<span class=""pinYinWrapper""><span class=""t2"">jí</span></span>"	"<span class=""zhuyin"">ㄐㄧˊ</span>"	[sound:cmn-急.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone2"">急</span></span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t2"">jí</span></span></div><span class=""zhuyin"">ㄐㄧˊ</span><div class=""meaning""><ul><li>urgent</li><li> pressing</li><li> rapid</li><li> hurried</li><li> worried</li><li> to make (sb) anxious</li></ul></div>"
低	低	"<span class=""pinYinWrapper""><span class=""t1"">dī</span></span>"	"<span class=""zhuyin"">ㄉㄧ</span>"	[sound:cmn-低.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone1"">低</span></span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t1"">dī</span></span></div><span class=""zhuyin"">ㄉㄧ</span><div class=""meaning""><ul><li>low</li><li> beneath</li><li> to lower (one's head)</li><li> to let droop</li><li> to hang down</li><li> to incline</li></ul></div>"
故意	故意	"<span class=""pinYinWrapper""><span class=""t4"">gù</span> <span class=""t4"">yì</span></span>"	"<span class=""zhuyin"">ㄍㄨˋ ㄧˋ</span>"	[sound:cmn-故意.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone4"">故</span><span class=""char-tone4"">意</span></span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t4"">gù</span> <span class=""t4"">yì</span></span></div><span class=""zhuyin"">ㄍㄨˋ ㄧˋ</span><div class=""meaning""><ul><li>deliberately</li><li> on purpose</li></ul></div>"
心里	心裡	"<span class=""pinYinWrapper""><span class=""t1"">xīn</span> <span class=""t0"">li</span></span>"	"<span class=""zhuyin"">ㄒㄧㄣ ㄌㄧ˙</span>"	[sound:cmn-心里.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone1"">心</span><span class=""char-tone0"">里</span></span><span class=""sep"">〔</span><span id=""char-trad-id""><span class=""char-tone1"">心</span><span class=""char-tone0"">裡</span></span><span class=""sep"">〕</span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t1"">xīn</span> <span class=""t0"">li</span></span></div><span class=""zhuyin"">ㄒㄧㄣ ㄌㄧ˙</span><div class=""meaning""><ul><li>chest</li><li> heart</li><li> mind</li></ul></div>"
好人	好人	"<span class=""pinYinWrapper""><span class=""t3"">hǎo</span><span class=""t2"">rén</span></span>"	"<span class=""zhuyin"">ㄏㄠˇ ㄖㄣˊ</span>"	[sound:cmn-好人.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone3"">好</span><span class=""char-tone2"">人</span></span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t3"">hǎo</span><span class=""t2"">rén</span></span></div><span class=""zhuyin"">ㄏㄠˇ ㄖㄣˊ</span><div class=""meaning""><ul><li>a healthy person, good person, goodman, sb. who tries to get along with everyone, bawcock, good, agreeable individual, good egg, a person who tries to get along with everyone (oft</li></ul></div>"
长大	長大	"<span class=""pinYinWrapper""><span class=""t3"">zhǎng</span> <span class=""t4"">dà</span></span>"	"<span class=""zhuyin"">ㄓㄤˇ ㄉㄚˋ</span>"	[sound:cmn-长大.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone3"">长</span><span class=""char-tone4"">大</span></span><span class=""sep"">〔</span><span id=""char-trad-id""><span class=""char-tone3"">長</span><span class=""char-tone4"">大</span></span><span class=""sep"">〕</span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t3"">zhǎng</span> <span class=""t4"">dà</span></span></div><span class=""zhuyin"">ㄓㄤˇ ㄉㄚˋ</span><div class=""meaning""><ul><li>to grow up</li></ul></div>"
交给	交給	"<span class=""pinYinWrapper""><span class=""t1"">jiāo</span> <span class=""t3"">gěi</span></span>"	"<span class=""zhuyin"">ㄐㄧㄠ ㄍㄟˇ</span>"	[sound:cmn-交给.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone1"">交</span><span class=""char-tone3"">给</span></span><span class=""sep"">〔</span><span id=""char-trad-id""><span class=""char-tone1"">交</span><span class=""char-tone3"">給</span></span><span class=""sep"">〕</span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t1"">jiāo</span> <span class=""t3"">gěi</span></span></div><span class=""zhuyin"">ㄐㄧㄠ ㄍㄟˇ</span><div class=""meaning""><ul><li>to give</li><li> to deliver</li><li> to hand over</li></ul></div>"
好处	好處	"<span class=""pinYinWrapper""><span class=""t3"">hǎo</span> <span class=""t0"">chu</span></span>"	"<span class=""zhuyin"">ㄏㄠˇ ㄔㄨ˙</span>"	[sound:cmn-好处.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone3"">好</span><span class=""char-tone0"">处</span></span><span class=""sep"">〔</span><span id=""char-trad-id""><span class=""char-tone3"">好</span><span class=""char-tone0"">處</span></span><span class=""sep"">〕</span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t3"">hǎo</span> <span class=""t0"">chu</span></span></div><span class=""zhuyin"">ㄏㄠˇ ㄔㄨ˙</span><div class=""meaning""><ul><li>benefit</li><li> advantage</li><li> gain</li><li> profit</li><li> also pr. [hao3 chu4]</li><li> CL:個|个[ge4]</li></ul></div>"
